타임스탬프,,guide,,,,,content_id,light,interior,story,probability,creativity,production,activity,scale,fear,device,fun,service
2023. 11. 16 오전 9:50:01,,0,,,,,493226,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:05,,0,,,,,481854,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:50:16,,-1,,,,,497880,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:17,,0,,,,,485239,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:31,,0,,,,,513940,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 9:50:37,,0,,,,,497898,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:41,,0,,,,,540271,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:52,,0,,,,,540275,0,0,0,1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:50:56,,0,,,,,505545,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:51:01,,0,,,,,540769,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:51:12,,0,,,,,514191,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:51:16,,0,,,,,543640,0,0,0,0,0,0,0,1,0,0,0,0
2023. 11. 16 오전 9:51:26,,0,,,,,425911,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:51:36,,0,,,,,434189,0,1,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:51:49,,0,,,,,426345,-1,0,0,0,0,0,0,1,1,0,0,0
2023. 11. 16 오전 9:52:01,,0,,,,,429887,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 9:52:07,,0,,,,,434277,0,1,0,0,0,0,0,-1,0,-1,0,0
2023. 11. 16 오전 9:52:13,,0,,,,,431233,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 9:52:25,,0,,,,,435832,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:52:28,,0,,,,,435227,0,1,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:52:38,,0,,,,,436613,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:52:46,,0,,,,,442432,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:52:49,,0,,,,,439672,0,0,0,0,0,1,0,0,1,0,0,0
2023. 11. 16 오전 9:53:01,,0,,,,,442582,0,0,0,0,1,0,0,0,0,0,1,0
2023. 11. 16 오전 9:53:14,,1,,,,,440721,-1,0,1,1,0,1,0,0,1,0,1,0
2023. 11. 16 오전 9:53:15,,0,,,,,446935,0,0,0,0,0,0,0,0,0,0,0,1
2023. 11. 16 오전 9:53:28,,0,,,,,445635,0,0,1,0,0,1,0,1,0,0,0,0
2023. 11. 16 오전 9:53:39,,0,,,,,452069,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:53:45,,0,,,,,452029,0,1,0,-1,0,1,0,-1,0,0,0,0
2023. 11. 16 오전 9:53:50,,-1,,,,,313932,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:53:58,,0,,,,,433273,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:02,,0,,,,,452167,0,0,0,0,0,0,0,-1,0,0,0,0
2023. 11. 16 오전 9:54:09,,0,,,,,465836,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:54:15,,0,,,,,455899,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:18,,0,,,,,479260,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:29,,0,,,,,480003,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:30,,0,,,,,457809,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:54:38,,0,,,,,482659,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:47,,0,,,,,430460,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:54:48,,0,,,,,490886,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:55:01,,1,,,,,498568,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:55:01,,0,,,,,430589,0,0,0,0,0,0,0,1,0,0,0,0
2023. 11. 16 오전 9:55:14,,0,,,,,440108,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:55:29,,0,,,,,509638,0,0,0,0,0,0,0,0,0,1,1,1
2023. 11. 16 오전 9:55:41,,0,,,,,442583,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 9:55:44,,1,,,,,511778,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:56:16,,0,,,,,428730,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:56:21,,0,,,,,452168,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:56:27,,0,,,,,430446,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:56:37,,0,,,,,457689,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:56:40,,0,,,,,431750,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:56:50,,0,,,,,457811,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:56:59,,0,,,,,438309,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:57:08,,0,,,,,459569,0,0,0,0,1,0,0,0,1,0,0,0
2023. 11. 16 오전 9:57:10,,0,,,,,439138,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:57:13,,0,,,,,470016,0,1,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:57:21,,0,,,,,442407,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:57:28,,0,,,,,464866,0,0,0,0,0,0,0,0,1,0,1,0
2023. 11. 16 오전 9:57:34,,0,,,,,442657,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:57:40,,0,,,,,468618,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:57:46,,0,,,,,450209,0,0,0,0,0,0,0,0,-1,0,0,0
2023. 11. 16 오전 9:57:51,,0,,,,,470595,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:57:54,,0,,,,,441836,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:57:56,,0,,,,,455808,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:07,,0,,,,,465015,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:58:09,,-1,,,,,476332,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:12,,0,,,,,463953,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 9:58:17,,-1,,,,,476627,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:24,,-1,,,,,478506,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:26,,1,,,,,429617,0,1,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:58:27,,0,,,,,473477,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:42,,0,,,,,426420,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 9:58:43,,0,,,,,475183,0,0,0,0,0,0,0,-1,0,0,0,0
2023. 11. 16 오전 9:58:48,,0,,,,,430115,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:58:50,,-1,,,,,430371,0,1,0,0,0,1,0,0,0,-1,0,0
2023. 11. 16 오전 9:58:56,,0,,,,,453297,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:00,,0,,,,,435463,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:01,,0,,,,,459191,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:07,,0,,,,,485041,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 9:59:08,,0,,,,,459203,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:10,,0,,,,,435846,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:20,,-1,,,,,470596,0,0,0,0,1,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:24,,0,,,,,490640,0,0,0,0,0,0,0,-1,1,0,0,0
2023. 11. 16 오전 9:59:30,,0,,,,,478510,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 9:59:35,,0,,,,,436894,0,1,0,0,0,1,1,0,0,0,0,-1
2023. 11. 16 오전 9:59:38,,0,,,,,490640,0,0,0,0,0,0,0,-1,1,0,0,0
2023. 11. 16 오전 9:59:40,,-1,,,,,478700,0,0,0,0,0,0,0,0,0,0,-1,0
2023. 11. 16 오전 9:59:47,,0,,,,,436959,0,0,1,0,0,0,0,1,0,0,1,0
2023. 11. 16 오전 9:59:57,,0,,,,,436966,0,0,1,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:00:05,,0,,,,,437483,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:00:08,,-1,,,,,490641,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 10:00:17,,0,,,,,437798,0,1,0,0,0,0,0,0,0,1,0,0
2023. 11. 16 오전 10:00:21,,0,,,,,506737,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:00:28,,0,,,,,440304,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:00:36,,0,,,,,510296,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:00:46,,0,,,,,435847,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:00:54,,0,,,,,513484,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:01:04,,0,,,,,436759,0,0,0,0,0,0,0,1,1,0,0,0
2023. 11. 16 오전 10:01:06,,0,,,,,442584,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:01:13,,0,,,,,437112,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:01:23,,0,,,,,437484,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:01:31,,0,,,,,448487,0,0,0,0,0,0,0,-1,0,0,0,0
2023. 11. 16 오전 10:01:34,,-1,,,,,440311,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:01:44,,0,,,,,447077,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:01:53,,0,,,,,460493,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:01:54,,0,,,,,447616,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:09,,0,,,,,466293,0,0,0,0,0,0,0,0,0,-1,0,-1
2023. 11. 16 오전 10:02:09,,0,,,,,451676,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:17,,0,,,,,455348,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:33,,-1,,,,,478783,0,0,0,0,0,0,0,0,0,0,-1,0
2023. 11. 16 오전 10:02:36,,0,,,,,460336,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:02:36,,0,,,,,477185,0,-1,0,0,0,0,-1,0,-1,0,0,0
2023. 11. 16 오전 10:02:46,,0,,,,,425148,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:48,,-1,,,,,490340,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:50,,0,,,,,487685,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:02:55,,0,,,,,425199,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:03:05,,0,,,,,428659,0,0,0,0,0,0,0,0,0,-1,0,0
2023. 11. 16 오전 10:03:05,,0,,,,,510352,0,0,0,0,0,0,0,0,0,0,0,-1
2023. 11. 16 오전 10:03:07,,0,,,,,430003,-1,1,0,0,0,0,0,0,-1,-1,0,0
2023. 11. 16 오전 10:03:21,,0,,,,,430015,0,1,0,0,0,0,0,0,1,-1,0,0
2023. 11. 16 오전 10:03:21,,0,,,,,429568,0,0,1,0,1,0,1,1,0,0,1,0
2023. 11. 16 오전 10:03:28,,0,,,,,430413,0,0,0,0,0,0,0,0,-1,0,0,0
2023. 11. 16 오전 10:03:30,,0,,,,,510818,0,0,0,0,0,0,0,0,0,0,0,-1
2023. 11. 16 오전 10:03:32,,0,,,,,429944,0,0,1,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:03:43,,0,,,,,432459,0,1,0,1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:03:44,,0,,,,,432927,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:03:53,,0,,,,,434245,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:03:55,,0,,,,,432819,0,0,0,0,0,1,0,0,0,0,1,0
2023. 11. 16 오전 10:03:56,,0,,,,,517876,0,1,0,0,0,0,0,0,0,0,-1,0
2023. 11. 16 오전 10:04:01,,0,,,,,434937,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:06,,0,,,,,434934,0,1,0,0,0,1,0,0,0,-1,-1,0
2023. 11. 16 오전 10:04:12,,0,,,,,441700,0,0,0,0,0,0,0,1,0,0,1,0
2023. 11. 16 오전 10:04:14,,0,,,,,536891,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:18,,0,,,,,439359,0,0,0,0,0,0,0,0,-1,0,1,0
2023. 11. 16 오전 10:04:21,,0,,,,,442184,-1,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:26,,0,,,,,443509,0,0,0,0,0,0,0,-1,-1,0,0,0
2023. 11. 16 오전 10:04:29,,0,,,,,427521,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:31,,0,,,,,435657,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:40,,0,,,,,435663,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:44,,0,,,,,444275,0,1,0,0,0,1,0,0,1,0,0,0
2023. 11. 16 오전 10:04:46,,0,,,,,427522,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:04:52,,0,,,,,438795,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:05:01,,0,,,,,434099,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:05,,-1,,,,,444679,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 10:05:06,,0,,,,,468182,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:05:15,,0,,,,,434564,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:18,,0,,,,,468334,0,0,0,0,1,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:20,,0,,,,,428670,0,1,0,0,0,0,0,-1,0,-1,0,0
2023. 11. 16 오전 10:05:27,,0,,,,,483038,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:05:29,,0,,,,,435226,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:34,,0,,,,,428822,0,0,0,0,1,0,0,0,0,1,1,0
2023. 11. 16 오전 10:05:36,,0,,,,,489143,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:42,,0,,,,,452784,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:44,,0,,,,,561256,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:05:49,,0,,,,,430005,0,1,0,0,1,1,0,0,0,1,1,0
2023. 11. 16 오전 10:05:55,,0,,,,,571481,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:06:02,,0,,,,,430017,0,0,0,0,1,0,0,0,0,1,1,0
2023. 11. 16 오전 10:06:05,,0,,,,,579161,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:06:13,,0,,,,,471397,0,0,0,0,0,1,0,0,0,1,1,0
2023. 11. 16 오전 10:06:14,,0,,,,,432204,0,1,0,0,0,0,0,0,0,1,1,0
2023. 11. 16 오전 10:06:19,,0,,,,,425679,0,0,1,1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:06:21,,0,,,,,432467,0,0,0,0,0,1,0,0,0,0,0,0
2023. 11. 16 오전 10:06:27,,0,,,,,430333,0,0,0,0,0,0,0,0,0,0,1,1
2023. 11. 16 오전 10:06:30,,0,,,,,471845,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:06:33,,0,,,,,432820,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:06:42,,-1,,,,,441742,0,0,0,0,0,0,0,0,0,-1,-1,0
2023. 11. 16 오전 10:06:46,,0,,,,,433523,0,1,0,0,1,0,0,-1,0,0,0,0
2023. 11. 16 오전 10:06:47,,0,,,,,475323,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:06:58,,0,,,,,444383,0,0,0,0,1,0,0,0,0,1,1,1
2023. 11. 16 오전 10:06:59,,0,,,,,433823,0,0,-1,0,0,1,0,0,0,-1,0,0
2023. 11. 16 오전 10:07:07,,0,,,,,434819,0,0,0,0,0,0,0,0,0,0,-1,0
2023. 11. 16 오전 10:07:10,,0,,,,,446084,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:07:14,,0,,,,,478583,0,0,0,0,1,0,0,0,0,0,1,0
2023. 11. 16 오전 10:07:20,,0,,,,,428820,0,0,0,0,0,1,0,0,0,1,0,0
2023. 11. 16 오전 10:07:20,,0,,,,,459314,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:07:27,,0,,,,,434091,0,0,0,1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:07:27,,0,,,,,429015,0,0,-1,0,0,0,0,0,0,1,0,0
2023. 11. 16 오전 10:07:30,,0,,,,,459810,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:07:36,,0,,,,,430008,0,0,1,0,0,0,1,0,0,0,1,0
2023. 11. 16 오전 10:07:43,,0,,,,,434118,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:07:47,,0,,,,,432078,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:07:47,,0,,,,,462624,0,0,1,0,0,1,0,0,0,1,1,0
2023. 11. 16 오전 10:07:57,,0,,,,,439565,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:05,,1,,,,,463261,0,0,1,0,0,0,0,0,0,1,1,0
2023. 11. 16 오전 10:08:06,,0,,,,,433820,0,0,1,0,0,0,0,-1,0,0,0,0
2023. 11. 16 오전 10:08:12,,0,,,,,461493,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:16,,0,,,,,469851,0,0,0,0,0,0,0,0,0,1,1,0
2023. 11. 16 오전 10:08:25,,0,,,,,466289,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:26,,0,,,,,428193,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:35,,0,,,,,428516,0,0,0,1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:40,,0,,,,,497213,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:44,,0,,,,,431356,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:46,,0,,,,,441503,0,0,0,0,0,0,0,-1,0,-1,-1,0
2023. 11. 16 오전 10:08:53,,0,,,,,498388,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:08:58,,0,,,,,453466,0,0,0,0,1,0,0,0,0,1,1,0
2023. 11. 16 오전 10:08:59,,1,,,,,431997,0,1,0,0,0,0,0,0,0,0,0,1
2023. 11. 16 오전 10:09:09,,0,,,,,436480,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:11,,0,,,,,504405,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:15,,0,,,,,453684,0,1,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:23,,0,,,,,437532,0,1,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:24,,0,,,,,467541,0,0,0,0,0,0,0,0,0,1,0,0
2023. 11. 16 오전 10:09:32,,0,,,,,470898,0,0,0,0,0,0,0,0,0,-1,1,0
2023. 11. 16 오전 10:09:33,,0,,,,,532164,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:36,,0,,,,,438789,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:46,,0,,,,,440568,0,1,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:47,,0,,,,,430160,0,1,0,0,0,1,0,1,1,0,1,0
2023. 11. 16 오전 10:09:47,,0,,,,,550725,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:09:54,,0,,,,,430708,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:09:55,,0,,,,,446688,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:04,,0,,,,,427461,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:07,,0,,,,,431392,0,1,1,0,0,0,0,0,0,-1,1,0
2023. 11. 16 오전 10:10:09,,0,,,,,449595,0,0,0,0,0,1,0,0,0,1,0,0
2023. 11. 16 오전 10:10:16,,0,,,,,431779,0,0,0,0,0,0,0,1,0,0,0,0
2023. 11. 16 오전 10:10:17,,0,,,,,132038,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:25,,0,,,,,427566,0,1,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:30,,-1,,,,,429037,0,0,0,0,0,0,0,0,-1,0,0,0
2023. 11. 16 오전 10:10:34,,0,,,,,431807,0,1,0,0,0,1,0,1,0,0,1,0
2023. 11. 16 오전 10:10:36,,0,,,,,427922,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:42,,0,,,,,432926,0,0,0,0,0,1,0,0,1,0,0,0
2023. 11. 16 오전 10:10:48,,0,,,,,428963,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:59,,0,,,,,461509,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:10:59,,-1,,,,,432014,0,0,0,0,0,0,0,0,0,1,1,0
2023. 11. 16 오전 10:11:01,,0,,,,,430484,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:10,,0,,,,,469188,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:12,,0,,,,,431192,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:22,,0,,,,,469269,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:23,,0,,,,,432065,0,0,0,0,0,0,0,0,-1,-1,0,1
2023. 11. 16 오전 10:11:26,,0,,,,,439056,0,1,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:36,,1,,,,,469382,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:38,,0,,,,,440117,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:44,,-1,,,,,432163,0,0,0,0,0,1,0,1,0,1,0,0
2023. 11. 16 오전 10:11:45,,0,,,,,469480,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:52,,0,,,,,436614,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:11:57,,0,,,,,469606,-1,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:11:58,,0,,,,,436972,0,0,0,0,0,1,0,0,0,0,1,0
2023. 11. 16 오전 10:11:59,,0,,,,,442422,0,1,0,0,0,0,1,0,0,0,0,0
2023. 11. 16 오전 10:12:06,,0,,,,,431670,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 10:12:07,,0,,,,,469968,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:15,,0,,,,,431780,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:16,,0,,,,,442586,0,0,0,0,1,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:18,,0,,,,,428697,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:22,,0,,,,,432242,0,0,0,0,0,1,0,0,0,0,1,0
2023. 11. 16 오전 10:12:32,,0,,,,,432341,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:12:33,,0,,,,,429847,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:12:33,,0,,,,,424904,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:44,,0,,,,,432667,0,0,1,0,0,0,1,0,0,0,0,0
2023. 11. 16 오전 10:12:48,,-1,,,,,430426,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:12:48,,0,,,,,427239,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:12:52,,0,,,,,432722,0,0,0,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:13:09,,-1,,,,,434199,0,0,0,-1,0,0,0,0,0,0,-1,0
2023. 11. 16 오전 10:13:33,,0,,,,,427472,0,0,1,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:13:41,,0,,,,,435256,0,0,0,0,0,0,0,0,1,0,0,0
2023. 11. 16 오전 10:13:50,,0,,,,,427577,0,0,0,0,0,0,0,-1,0,0,0,0
2023. 11. 16 오전 10:14:02,,1,,,,,435752,0,1,0,0,0,1,0,0,0,0,1,0
2023. 11. 16 오전 10:14:03,,0,,,,,428492,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:14:07,,0,,,,,431263,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:14:15,,0,,,,,431902,0,0,0,0,0,1,0,0,0,0,0,0
2023. 11. 16 오전 10:14:19,,0,,,,,428628,0,0,1,0,0,0,0,0,0,0,1,0
2023. 11. 16 오전 10:14:27,,0,,,,,431923,0,0,0,-1,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:14:36,,0,,,,,432688,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:14:54,,0,,,,,428690,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:15:09,,0,,,,,433132,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:15:21,,0,,,,,433134,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:15:21,,0,,,,,432705,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:15:33,,0,,,,,432803,0,0,0,0,0,0,0,0,0,0,0,0
2023. 11. 16 오전 10:15:42,,0,,,,,434547,0,1,0,0,0,0,0,0,0,-1,0,0
